account_id,account_name,industry,customer_type,contract_length_months,client_tenure_months,deal_value_usd,deal_status
A01026,"Walker, Cunningham and Zuniga",FinTech,Expansion,13,52,9239.47,Closed‑Won
A01027,Rivera Inc,FinTech,New,10,17,12053.17,Negotiation
A01028,Reed LLC,EdTech,New,32,23,14400.7,Negotiation
A01029,Fields Inc,E‑Commerce,New,15,33,18762.11,Closed‑Won
A01030,"Santiago, Daniel and Rogers",EdTech,New,17,24,17415.49,Closed‑Won
A01031,Baker and Sons,MarTech,New,8,11,12130.8,On‑Hold
A01032,"Jones, Scott and Rodriguez",HealthTech,New,19,18,19001.88,Closed‑Won
A01033,Williams Group,CyberSecurity,New,33,24,16250.18,Closed‑Won
A01034,"Barnes, Jackson and Gutierrez",EdTech,Expansion,18,31,7599.62,Closed‑Won
A01035,Bell-Bennett,FinTech,New,25,55,11072.55,Closed‑Won
A01036,Kramer-Lane,CyberSecurity,New,11,33,22964.92,Closed‑Won
A01037,"Perez, Hayes and Lloyd",SMB SaaS,New,10,23,16268.72,Closed‑Won
A01038,Phillips LLC,FinTech,New,27,39,17424.56,Closed‑Won
A01039,Lynn-Jones,MarTech,Expansion,7,46,19213.95,Closed‑Won
A01040,Barron and Sons,Logistics,New,19,26,14516.26,Closed‑Won
A01041,"Jones, Mcmahon and Spence",CyberSecurity,New,15,29,14641.98,Closed‑Won
A01042,Wheeler-Austin,Logistics,Expansion,6,13,18310.4,Closed‑Lost
A01043,Bush-Reynolds,MarTech,New,21,52,11955.87,Closed‑Won
A01044,"Martin, Preston and Moore",EdTech,New,34,52,10358.53,Closed‑Won
A01045,Rivera and Sons,CyberSecurity,New,8,11,11621.2,Closed‑Won
A01046,Terry-Bowen,HealthTech,New,30,21,14995.47,Closed‑Won
A01047,"Fernandez, Guerrero and Evans",HealthTech,New,22,17,10101.43,Closed‑Won
A01048,Williams PLC,E‑Commerce,New,27,55,15009.41,Closed‑Lost
A01049,"Larsen, Hernandez and Ward",CyberSecurity,New,8,4,16720.06,Closed‑Won
A01050,Miller-Colon,FinTech,New,32,13,18572.4,Closed‑Won
A01051,"Greene, Gonzalez and Johnson",E‑Commerce,New,6,19,18027.35,Closed‑Won
A01052,Little Inc,EdTech,New,33,34,24644.92,Closed‑Won
A01053,Anthony-Parker,E‑Commerce,Expansion,25,15,11296.72,Closed‑Won
A01054,Ruiz-Jacobson,SMB SaaS,New,16,32,13961.22,Closed‑Won
A01055,Davis-Stephens,FinTech,New,6,45,18326.19,Closed‑Won
A01056,Watson Group,SMB SaaS,New,24,49,17765.02,Negotiation
A01057,Lopez-Williams,MarTech,New,8,6,10704.61,Closed‑Won
A01058,Marshall-Perez,Logistics,New,24,9,16243.32,Closed‑Won
A01059,Elliott-Hernandez,MarTech,Expansion,29,6,18662.12,Closed‑Won
A01060,"Contreras, Miller and Cooper",EdTech,Expansion,14,54,22079.07,Closed‑Won
A01061,"Gutierrez, Avila and Perez",Logistics,New,13,39,20894.12,Closed‑Won
A01062,Randall PLC,CyberSecurity,New,12,32,18253.29,Closed‑Won
A01063,Sheppard-Mcdaniel,HealthTech,Expansion,12,47,19385.17,Closed‑Won
A01064,Armstrong-Young,CyberSecurity,New,9,35,12873.45,Closed‑Won
A01065,Miller-Orr,Logistics,New,13,14,19685.96,Negotiation
A01066,"Johnson, Duncan and Black",MarTech,New,25,31,22403.74,Closed‑Won
A01067,"Byrd, Oliver and Martinez",SMB SaaS,New,15,42,14611.93,Closed‑Won
A01068,Thompson-Joyce,CyberSecurity,Expansion,29,3,13460.29,Closed‑Won
A01069,Stokes and Sons,EdTech,New,30,36,13715.77,Closed‑Won
A01070,Henderson Ltd,FinTech,Expansion,28,30,14425.77,Closed‑Won
A01071,Harris-Carson,CyberSecurity,New,22,5,9607.1,Closed‑Won
A01072,Flowers LLC,HealthTech,New,15,16,10314.19,Closed‑Won
A01073,Bartlett-Sloan,Logistics,New,33,27,9320.68,Negotiation
A01074,Miller PLC,E‑Commerce,New,12,21,19919.7,Closed‑Won
A01075,Arnold-Gates,MarTech,New,19,18,17338.28,Negotiation
A01076,"Ellis, Marks and Buchanan",HealthTech,New,19,39,10523.18,Closed‑Won
A01077,"Matthews, Harrington and Rodriguez",CyberSecurity,New,28,24,17925.73,Negotiation
A01078,Hernandez PLC,HealthTech,Expansion,22,30,15653.21,Closed‑Lost
A01079,"Chang, Ayers and Buckley",MarTech,New,29,48,17798.32,Closed‑Won
A01080,"Chan, Floyd and Dillon",Logistics,New,33,6,19976.14,Closed‑Won
A01081,Humphrey-Baker,SMB SaaS,New,17,22,12156.42,Closed‑Won
A01082,"Washington, Lynch and Johnson",SMB SaaS,New,32,5,17674.69,Closed‑Won
A01083,Powell-Montgomery,SMB SaaS,Expansion,11,55,14538.54,Closed‑Won
A01084,"Steele, Williams and Preston",E‑Commerce,Expansion,33,11,10217.18,Closed‑Lost
A01085,Vaughn-Williams,HealthTech,Expansion,11,49,16874.87,Negotiation
A01086,Mccall-Prince,Logistics,New,31,12,13058.74,Closed‑Won
A01087,Morgan LLC,Logistics,New,17,20,12092.15,Closed‑Won
A01088,Ramirez-Vasquez,SMB SaaS,New,34,36,18256.58,Closed‑Won
A01089,"Cohen, Compton and Perez",CyberSecurity,New,9,50,18097.84,Closed‑Won
A01090,Mccann-Ramos,HealthTech,New,19,11,10714.66,Closed‑Won
A01091,Adams-Butler,E‑Commerce,New,33,13,9388.45,Closed‑Won
A01092,"Davis, Alexander and Mcintyre",MarTech,New,7,53,12467.75,Closed‑Won
A01093,Figueroa-Malone,Logistics,New,13,19,11606.02,Closed‑Won
A01094,Nicholson-Robertson,MarTech,New,8,13,20436.87,Closed‑Won
A01095,Jones Ltd,EdTech,Expansion,15,44,12554.45,Closed‑Won
A01096,"Powell, Deleon and Warren",FinTech,Expansion,17,6,14867.65,Closed‑Won
A01097,"Johnson, Lee and Whitaker",Logistics,New,24,52,15914.72,Closed‑Won
A01098,Wright Group,Logistics,Expansion,13,52,17884.35,Closed‑Won
A01099,Hull Ltd,FinTech,New,10,51,10297.97,Closed‑Won
A01100,Hill Group,MarTech,Expansion,11,18,22991.78,Closed‑Won
A01101,"Sanders, Leblanc and Maldonado",MarTech,Expansion,34,7,20049.77,Closed‑Won
A01102,Watson PLC,MarTech,New,34,26,17044.14,Closed‑Won
A01103,Thompson-Harrell,SMB SaaS,Expansion,12,20,17218.48,Closed‑Won
A01104,"Arnold, Cooper and Monroe",HealthTech,Expansion,11,57,8669.21,Closed‑Won
A01105,Curry-Barker,EdTech,Expansion,7,38,15642.95,Closed‑Won
A01106,Johnson-Williams,HealthTech,Expansion,34,56,15242.04,Negotiation
A01107,"Chan, Lewis and Walker",HealthTech,New,27,45,20943.81,Closed‑Won
A01108,Byrd LLC,SMB SaaS,New,28,43,9430.86,Closed‑Won
A01109,"Ortiz, Smith and Deleon",SMB SaaS,Expansion,14,7,10274.35,Closed‑Won
A01110,"Smith, Buck and Holland",FinTech,New,25,5,16079.24,Closed‑Won
A01111,"Owen, Walker and Franklin",CyberSecurity,New,7,3,12929.98,Closed‑Won
A01112,Marquez-Fletcher,HealthTech,New,26,36,24891.38,Negotiation
A01113,Coleman-Bennett,HealthTech,New,23,12,11792.88,Closed‑Won
A01114,Stevens-Robinson,EdTech,New,15,59,21166.34,Closed‑Won
A01115,Byrd-Holloway,HealthTech,Expansion,27,8,6290.16,Closed‑Won
A01116,Silva-Smith,MarTech,New,25,56,17733.55,Closed‑Won
A01117,"Levy, Franco and Hoffman",SMB SaaS,Expansion,19,40,20075.34,Closed‑Won
A01118,"Lynch, Evans and Rodriguez",E‑Commerce,Expansion,11,7,8679.89,Closed‑Won
A01119,Rogers LLC,CyberSecurity,New,6,4,5934.55,Closed‑Won
A01120,"Nguyen, Hill and Douglas",MarTech,New,34,24,4833.63,Closed‑Won
A01121,"Evans, Hernandez and Cannon",FinTech,New,14,20,15622.08,Closed‑Won
A01122,Trujillo PLC,FinTech,Expansion,15,19,13603.69,Closed‑Won
A01123,Guerrero-Becker,EdTech,Expansion,26,32,15123.71,Closed‑Won
A01124,"Johnson, Jimenez and Phillips",HealthTech,New,13,8,20798.9,Closed‑Won
A01125,Sullivan-Doyle,Logistics,New,17,8,14984.99,Closed‑Won
A01126,"Erickson, Armstrong and Lee",Logistics,New,27,41,14098.74,Closed‑Won
A01127,"Reeves, Parks and Little",Logistics,New,23,59,11735.49,Negotiation
A01128,Knox-Powers,CyberSecurity,Expansion,25,17,19543.92,Closed‑Won
A01129,"Evans, Jackson and Sandoval",E‑Commerce,Expansion,6,55,16147.99,Negotiation
A01130,"White, Davis and Anderson",CyberSecurity,New,19,21,13145.58,Closed‑Won
A01131,Hardy-Hansen,MarTech,Expansion,20,20,17973.88,Closed‑Won
A01132,Arroyo LLC,CyberSecurity,New,24,6,12063.5,Negotiation
A01133,"Davis, Kelly and Garner",Logistics,Expansion,10,25,12469.69,Closed‑Won
A01134,Fisher-Eaton,Logistics,New,10,30,16203.13,Closed‑Won
A01135,Green-Carter,E‑Commerce,New,28,40,10012.32,Closed‑Won
A01136,Ruiz Ltd,FinTech,Expansion,26,10,9890.68,Closed‑Won
A01137,"Carpenter, Oliver and Kennedy",CyberSecurity,New,30,12,14398.17,Negotiation
A01138,Mason Ltd,EdTech,New,14,26,15635.18,Closed‑Won
A01139,Moreno-Gutierrez,CyberSecurity,Expansion,35,5,13321.56,Closed‑Won
A01140,Taylor and Sons,E‑Commerce,New,14,9,14069.72,Closed‑Won
A01141,Ortiz-Hudson,SMB SaaS,New,25,38,17249.31,Closed‑Won
A01142,Thomas-Huffman,EdTech,New,10,57,11669.57,Closed‑Won
A01143,Maxwell Group,SMB SaaS,New,33,34,5926.2,Closed‑Won
A01144,Welch-Thompson,Logistics,New,15,9,18787.82,Closed‑Won
A01145,"Brown, Hayes and Clark",EdTech,New,30,59,9130.44,Closed‑Won
A01146,Johnston and Sons,MarTech,Expansion,15,31,11295.92,Closed‑Won
A01147,Glover-Chan,E‑Commerce,New,29,43,8337.63,Closed‑Won
A01148,Mendez Ltd,Logistics,New,19,12,16007.04,Closed‑Won
A01149,Powell-Sanford,CyberSecurity,Expansion,7,35,17231.2,Closed‑Won
A01150,Smith-Ferguson,Logistics,New,11,5,20935.45,Closed‑Lost
A01151,"Watson, Smith and Morris",EdTech,Expansion,26,37,21175.06,Closed‑Won
A01152,"Lee, Rhodes and Sims",E‑Commerce,New,11,12,19836.76,Closed‑Won
A01153,Perez LLC,MarTech,Expansion,14,54,15310.97,Closed‑Won
A01154,Anderson-Reyes,SMB SaaS,New,22,4,16220.17,Closed‑Won
A01155,"Torres, Brown and Williams",EdTech,New,13,39,15799.34,Closed‑Won
A01156,Bryant-Meyer,E‑Commerce,Expansion,9,9,13738.33,Closed‑Won
A01157,"Morgan, Barron and Cowan",FinTech,New,24,41,17731.18,Closed‑Won
A01158,Ferrell-Henry,Logistics,New,26,30,15910.04,Closed‑Won
A01159,Martin Group,MarTech,New,27,58,13252.77,Closed‑Won
A01160,Perez Ltd,EdTech,New,34,39,18120.28,Closed‑Won
A01161,Clark Inc,E‑Commerce,New,9,22,15328.34,Closed‑Won
A01162,"Wagner, Martinez and Dawson",MarTech,New,18,6,16634.0,Closed‑Won
A01163,Brooks Ltd,Logistics,New,13,36,12059.94,Closed‑Won
A01164,Wise-Dean,E‑Commerce,New,33,27,3028.45,Closed‑Won
A01165,"Vang, Stanley and Valdez",E‑Commerce,New,22,4,15721.53,Negotiation
A01166,Williams Inc,FinTech,New,8,35,9080.53,Closed‑Won
A01167,Wallace-Martinez,FinTech,New,26,13,19531.38,Closed‑Won
A01168,Wells-Hernandez,MarTech,New,7,14,13362.7,Closed‑Won
A01169,"Jennings, Smith and Fisher",SMB SaaS,New,14,1,9793.39,Closed‑Won
A01170,Bates LLC,SMB SaaS,New,27,22,12409.07,Closed‑Won
A01171,"Obrien, Taylor and Rivas",CyberSecurity,New,21,13,14511.97,Closed‑Won
A01172,Hunt PLC,CyberSecurity,New,28,5,19287.3,Closed‑Won
A01173,Campbell Inc,MarTech,New,23,26,19968.42,Closed‑Won
A01174,Gonzalez-Gonzalez,HealthTech,New,31,13,15156.08,Closed‑Won
A01175,Decker-Dudley,FinTech,New,22,8,12447.1,Closed‑Won
A01176,Warner-Phillips,EdTech,New,7,28,16843.08,Closed‑Won
A01177,Kelley and Sons,EdTech,Expansion,8,4,13123.49,Closed‑Won
A01178,"Fitzpatrick, Rivera and Smith",HealthTech,New,29,59,19849.96,Negotiation
A01179,"Davis, Rodriguez and Andrews",EdTech,New,7,28,11220.11,Negotiation
A01180,Hernandez-Davis,FinTech,New,17,59,22859.29,Negotiation
A01181,"Jones, Cummings and Conway",E‑Commerce,New,6,53,16324.72,Closed‑Won
A01182,"Hall, Hinton and Phillips",SMB SaaS,New,15,58,13471.99,Negotiation
A01183,Williams-Li,CyberSecurity,New,23,33,18769.45,Closed‑Won
A01184,Phelps LLC,MarTech,New,11,25,17240.97,Closed‑Won
A01185,"Edwards, Rodgers and Davis",MarTech,New,19,43,17759.02,Negotiation
A01186,Smith and Sons,EdTech,Expansion,35,5,16663.92,Closed‑Won
A01187,"Holland, Murphy and Kline",HealthTech,Expansion,8,50,16307.14,Closed‑Won
A01188,"Adams, Quinn and Watson",E‑Commerce,New,7,20,19635.21,Closed‑Won
A01189,White-Morales,E‑Commerce,New,14,1,12671.78,Closed‑Won
A01190,Nelson-Cruz,FinTech,Expansion,30,15,19266.72,Closed‑Lost
A01191,Marsh-Banks,MarTech,New,18,15,13275.83,Closed‑Won
A01192,Wilson Ltd,EdTech,Expansion,25,1,17634.06,Negotiation
A01193,"Brown, Dunlap and Moore",HealthTech,New,7,40,21121.25,Negotiation
A01194,Pruitt-Webb,CyberSecurity,Expansion,28,6,19806.62,Closed‑Won
A01195,"Gregory, White and James",E‑Commerce,Expansion,8,50,14484.69,Closed‑Won
A01196,Carr-Huffman,CyberSecurity,New,27,27,8398.56,Closed‑Won
A01197,"Mcpherson, Anderson and Knapp",CyberSecurity,New,10,43,18520.13,Closed‑Won
A01198,Clay Group,SMB SaaS,New,31,21,10902.66,Closed‑Won
A01199,Brown Ltd,Logistics,New,14,8,15917.95,Closed‑Won
A01200,Smith-Oneill,E‑Commerce,New,11,11,13432.62,Closed‑Won
A01201,"Saunders, Ray and Cunningham",SMB SaaS,Expansion,16,39,18304.29,Closed‑Won
A01202,"Marks, Stone and Watts",MarTech,New,6,43,11977.55,Closed‑Won
A01203,"Davis, Stanley and Wright",SMB SaaS,New,10,16,10267.92,Closed‑Won
A01204,Alvarado-Davidson,Logistics,Expansion,23,22,6593.51,Closed‑Won
A01205,Combs PLC,CyberSecurity,New,15,56,15988.75,Closed‑Won
A01206,"Brown, Schneider and Moore",SMB SaaS,New,16,51,13515.64,Closed‑Won
A01207,Christian-Booth,E‑Commerce,Expansion,30,25,12117.04,Closed‑Won
A01208,Walton LLC,CyberSecurity,New,9,15,14518.64,Closed‑Won
A01209,Rivera LLC,EdTech,New,17,18,16244.19,Closed‑Lost
A01210,Hunter PLC,SMB SaaS,New,11,32,17072.44,Negotiation
A01211,"Gray, Montoya and Miller",E‑Commerce,Expansion,20,34,9472.98,Negotiation
A01212,Solis-West,Logistics,New,15,11,17804.76,Closed‑Won
A01213,West-Wilson,MarTech,New,7,4,18174.71,Closed‑Won
A01214,Mcgee-Smith,Logistics,New,8,30,4417.78,Closed‑Won
A01215,Gutierrez-Hawkins,FinTech,New,31,48,17124.83,Closed‑Won
A01216,Petersen PLC,FinTech,Expansion,7,9,17885.35,Closed‑Won
A01217,"Walsh, Wu and Hart",E‑Commerce,New,29,25,12911.14,Closed‑Won
A01218,"Powers, Clements and Cox",CyberSecurity,Expansion,33,10,10277.54,Closed‑Won
A01219,Velasquez Group,Logistics,New,19,15,15620.93,Closed‑Won
A01220,Castro-Harvey,MarTech,New,15,37,9808.51,Closed‑Won
A01221,Moran-Cox,CyberSecurity,Expansion,29,17,19103.97,Closed‑Won
A01222,Wilson-Malone,E‑Commerce,New,35,16,15138.33,Closed‑Won
A01223,Smith LLC,SMB SaaS,New,9,59,21194.64,Negotiation
A01224,"Brandt, Carter and Boyd",CyberSecurity,Expansion,34,11,12559.8,Closed‑Won
A01225,"Rodriguez, Prince and Vasquez",MarTech,New,34,12,17799.61,Closed‑Won
A01226,"Newton, Ortiz and King",SMB SaaS,New,10,55,15594.02,Closed‑Won
A01227,Lopez Group,FinTech,Expansion,7,33,12164.99,Closed‑Won
A01228,Bryant and Sons,SMB SaaS,New,27,3,11588.62,Closed‑Won
A01229,"Morgan, Sherman and Williams",HealthTech,New,8,26,17785.18,Closed‑Won
A01230,"Monroe, Chapman and Barton",EdTech,New,24,34,18572.19,Negotiation
A01231,Ellis-Lawrence,Logistics,New,7,15,18291.08,Closed‑Won
A01232,"Taylor, Porter and Moreno",CyberSecurity,New,26,33,13003.09,Closed‑Won
A01233,Tran Group,SMB SaaS,New,12,39,12955.06,Closed‑Won
A01234,"Webb, Romero and Morse",CyberSecurity,New,8,15,26111.84,Closed‑Won
A01235,Holt and Sons,CyberSecurity,New,7,48,17028.03,Closed‑Won
A01236,"Ochoa, Garcia and Sandoval",EdTech,New,11,27,17561.27,Closed‑Won
A01237,"Andrade, Gordon and Cruz",FinTech,New,22,57,16557.29,Closed‑Won
A01238,"Moon, Farmer and Hill",FinTech,New,8,6,18577.5,Negotiation
A01239,Waller-Chavez,EdTech,Expansion,30,20,15623.88,Closed‑Won
A01240,Taylor PLC,FinTech,New,24,43,13611.97,Closed‑Won
A01241,"Tanner, Hunt and Cameron",E‑Commerce,New,14,53,9367.42,Closed‑Won
A01242,"Valencia, Joseph and Walls",Logistics,Expansion,35,14,6994.75,Closed‑Won
A01243,"Robinson, Clark and Klein",SMB SaaS,New,25,58,11675.44,Closed‑Won
A01244,"Reed, Chambers and Zavala",MarTech,New,26,12,6980.5,Closed‑Won
A01245,"Hester, Thompson and Daniels",SMB SaaS,Expansion,11,25,10884.28,Closed‑Won
A01246,"Morris, Wilson and Bell",SMB SaaS,New,27,19,15216.15,Closed‑Won
A01247,Aguilar-Bender,Logistics,New,22,26,12415.84,Closed‑Won
A01248,"Butler, Adkins and Skinner",MarTech,New,35,54,17149.18,Closed‑Won
A01249,Rich-Henderson,EdTech,New,20,44,12074.46,Closed‑Won
A01250,Mills Inc,SMB SaaS,New,26,47,16594.78,On‑Hold
A01251,Thomas-Santiago,HealthTech,Expansion,16,15,13115.42,Closed‑Won
A01252,Adams and Sons,MarTech,New,7,56,2679.78,Closed‑Won
A01253,Vega-Thomas,FinTech,Expansion,9,26,22344.91,Closed‑Won
A01254,Vaughn LLC,Logistics,Expansion,32,39,13507.69,Closed‑Won
A01255,Molina Inc,CyberSecurity,New,28,42,12461.98,Closed‑Won
A01256,Cervantes-Garcia,FinTech,Expansion,16,40,8763.02,Closed‑Won
A01257,"Stevenson, Hancock and Newton",HealthTech,Expansion,26,36,17089.73,Negotiation
A01258,"Price, Dixon and Robles",E‑Commerce,Expansion,6,29,18954.12,Closed‑Lost
A01259,"Roberts, Beck and House",E‑Commerce,New,7,39,12593.06,Closed‑Won
A01260,Butler-French,Logistics,New,21,54,13257.13,Closed‑Won
A01261,"Edwards, Arnold and Smith",EdTech,New,24,23,17886.08,On‑Hold
A01262,Harris-Melton,SMB SaaS,New,34,31,11972.31,Closed‑Won
A01263,Greer-Pruitt,MarTech,New,28,11,20687.89,Closed‑Won
A01264,"Mckinney, Richardson and Chapman",Logistics,New,13,21,18205.25,On‑Hold
A01265,"Morrison, Parsons and Brandt",HealthTech,New,30,46,15959.84,Closed‑Won
A01266,Cole-Lucero,FinTech,Expansion,20,38,10645.39,Negotiation
A01267,Lopez and Sons,FinTech,New,30,13,17168.97,Closed‑Won
A01268,"Palmer, Bennett and Patterson",EdTech,New,11,33,9577.38,Closed‑Won
A01269,"Baker, Martin and Singleton",SMB SaaS,New,6,48,16115.92,Closed‑Won
A01270,Rivera Ltd,FinTech,New,7,8,7546.16,Closed‑Lost
A01271,Williams LLC,EdTech,New,35,4,19049.22,Closed‑Won
A01272,"Williams, Randolph and Gilbert",FinTech,New,8,24,20715.46,Closed‑Won
A01273,"Turner, Tyler and Pierce",SMB SaaS,New,34,39,12055.92,Closed‑Won
A01274,Bowers LLC,CyberSecurity,New,27,19,19533.78,Closed‑Won
A01275,"Robinson, White and Jones",Logistics,New,10,49,9558.91,Closed‑Won
A01276,"Moore, Daniels and Powell",CyberSecurity,New,31,50,13927.84,Closed‑Won
A01277,Walker-Lewis,CyberSecurity,New,10,32,16611.19,Closed‑Won
A01278,Rivera-Carter,Logistics,New,10,23,15633.81,Closed‑Won
A01279,"Moreno, Barajas and Colon",FinTech,New,23,3,14155.37,Closed‑Won
A01280,"Smith, Caldwell and Griffin",Logistics,New,14,49,17316.24,Closed‑Won
A01281,"Austin, Oliver and Haley",CyberSecurity,New,14,53,18141.67,Negotiation
A01282,"Blackwell, James and Hogan",CyberSecurity,Expansion,11,27,14994.14,Closed‑Won
A01283,Cruz PLC,MarTech,Expansion,24,31,13973.39,Closed‑Lost
A01284,"Campbell, Pruitt and Short",Logistics,Expansion,6,45,10977.32,Negotiation
A01285,Robertson-Hicks,MarTech,New,13,42,13963.2,Closed‑Won
A01286,Williams-Villanueva,FinTech,New,22,8,12842.58,Closed‑Lost
A01287,Flores Inc,SMB SaaS,New,20,40,18441.48,Closed‑Won
A01288,Jackson PLC,HealthTech,Expansion,26,55,15101.48,Closed‑Won
A01289,"Smith, Jones and Santiago",FinTech,Expansion,12,45,19547.54,Closed‑Won
A01290,Hancock Group,E‑Commerce,Expansion,25,29,8016.3,Closed‑Won
A01291,Harris Ltd,HealthTech,Expansion,28,31,20582.09,Closed‑Won
A01292,"Rowe, Lucas and Case",Logistics,New,17,16,12723.68,Closed‑Won
A01293,"Parks, Johnson and Love",MarTech,Expansion,13,39,18569.41,Closed‑Won
A01294,Miller Inc,FinTech,Expansion,22,15,13505.98,Negotiation
A01295,Bauer PLC,SMB SaaS,New,23,21,17100.0,Closed‑Won
A01296,Andrews and Sons,E‑Commerce,Expansion,8,16,14592.92,Closed‑Won
A01297,Russell-Hayes,EdTech,New,22,20,16574.19,Closed‑Lost
A01298,Hamilton-Smith,CyberSecurity,Expansion,10,22,15351.16,Closed‑Won
A01299,"Wilson, Smith and Cortez",E‑Commerce,Expansion,23,5,21477.63,Closed‑Won
A01300,Avila PLC,FinTech,New,33,43,14200.56,Closed‑Won
A01301,Haynes Inc,Logistics,New,22,27,18360.77,Negotiation
A01302,Reilly-Rodriguez,MarTech,New,28,57,16230.75,Closed‑Won
A01303,"Turner, Miller and Hubbard",CyberSecurity,Expansion,15,11,9860.98,Closed‑Won
A01304,James-Short,SMB SaaS,Expansion,33,40,17591.97,Negotiation
A01305,Wells PLC,E‑Commerce,New,30,11,16889.85,Closed‑Lost
A01306,Taylor Group,CyberSecurity,Expansion,33,33,10816.29,On‑Hold
A01307,"Phillips, Walters and Evans",EdTech,New,28,29,7795.0,Closed‑Won
A01308,"Wong, Bernard and Smith",HealthTech,New,25,27,17521.93,Closed‑Won
A01309,"Thomas, Williams and Armstrong",MarTech,New,21,39,15427.11,Closed‑Won
A01310,Medina-Arroyo,Logistics,New,33,49,13243.84,Closed‑Won
A01311,Clark-Figueroa,E‑Commerce,New,31,19,14427.34,Closed‑Won
A01312,"Cooper, Gutierrez and Brewer",EdTech,New,18,51,18298.06,Closed‑Won
A01313,"Thomas, White and Jensen",Logistics,New,8,11,11516.22,Closed‑Won
A01314,Lee-White,Logistics,New,6,18,12942.82,Negotiation
A01315,"Phelps, York and Randolph",SMB SaaS,Expansion,13,19,15820.29,Closed‑Won
A01316,"Murray, Dunn and Roberts",EdTech,New,7,57,17056.73,Closed‑Won
A01317,King and Sons,CyberSecurity,Expansion,12,7,16515.82,Closed‑Won
A01318,"Carpenter, Lynn and Howard",E‑Commerce,New,9,24,24257.83,Closed‑Won
A01319,"Rios, Garcia and Harvey",MarTech,New,35,26,16831.59,Closed‑Won
A01320,Stewart Group,MarTech,New,8,48,19023.03,Closed‑Won
A01321,Jensen-Torres,FinTech,New,24,29,4283.93,Closed‑Won
A01322,"Hernandez, Knight and Aguirre",EdTech,New,16,58,22752.26,Closed‑Won
A01323,Jackson-Edwards,E‑Commerce,New,11,44,19828.64,Closed‑Won
A01324,Joseph Ltd,SMB SaaS,New,27,42,8296.06,Closed‑Won
A01325,Hill-Ward,Logistics,New,35,45,9698.45,Negotiation
A01326,"Quinn, Humphrey and Ford",HealthTech,New,29,10,14351.41,Closed‑Won
A01327,Hampton-Tucker,CyberSecurity,New,35,27,16173.77,Closed‑Won
A01328,Thompson PLC,FinTech,Expansion,23,35,18052.39,Closed‑Lost
A01329,Wilkinson and Sons,CyberSecurity,New,26,13,17258.01,Closed‑Won
A01330,"Gonzalez, Gross and Sims",EdTech,Expansion,10,8,10139.11,Closed‑Won
A01331,"Jones, Smith and Hunter",MarTech,Expansion,31,9,15847.26,Closed‑Won
A01332,Hess PLC,CyberSecurity,Expansion,28,47,18219.74,Closed‑Lost
A01333,Hammond-Lewis,MarTech,Expansion,13,39,14109.31,Closed‑Won
A01334,Arnold PLC,Logistics,New,16,17,14160.02,Closed‑Won
A01335,"Kennedy, Rowe and Diaz",E‑Commerce,New,24,44,18946.12,Closed‑Won
A01336,Vance PLC,SMB SaaS,New,6,42,12272.49,Closed‑Won
A01337,"Vincent, Anderson and Mason",CyberSecurity,Expansion,30,49,12195.0,Closed‑Won
A01338,Sanders PLC,EdTech,New,14,54,17899.06,Closed‑Won
A01339,Bates PLC,Logistics,New,8,53,13637.42,Closed‑Won
A01340,"Martin, Palmer and Griffin",MarTech,Expansion,15,11,18592.38,Closed‑Won
A01341,Knight PLC,E‑Commerce,New,31,46,10781.22,Closed‑Won
A01342,"Brennan, Thomas and Dennis",HealthTech,New,14,24,13847.62,Closed‑Won
A01343,Williams-Juarez,FinTech,Expansion,22,24,13437.43,Closed‑Won
A01344,Brown LLC,E‑Commerce,New,30,39,20839.4,Closed‑Won
A01345,Williams and Sons,HealthTech,New,7,36,12327.35,Closed‑Won
A01346,"Velez, Ward and Harrison",SMB SaaS,Expansion,28,25,16685.47,Closed‑Won
A01347,Keith-Williams,Logistics,New,14,59,14931.94,Closed‑Won
A01348,"Nguyen, Padilla and Boyd",CyberSecurity,New,26,11,13530.34,Closed‑Won
A01349,Davenport-Baker,CyberSecurity,New,11,6,19608.6,Closed‑Won
A01350,"Hudson, Bennett and Gray",E‑Commerce,New,10,2,17801.21,Closed‑Won
A01351,"Valdez, Houston and Black",FinTech,New,29,49,17799.13,Closed‑Won
A01352,Kaufman-Walker,MarTech,Expansion,30,24,14544.2,Closed‑Won
A01353,Gomez-Parrish,MarTech,Expansion,35,26,14637.57,Closed‑Won
A01354,Sparks-Eaton,SMB SaaS,New,26,39,19228.52,Closed‑Won
A01355,Shaw and Sons,HealthTech,New,19,26,20588.97,Closed‑Won
A01356,Martin-Jones,MarTech,New,11,34,13928.19,Closed‑Won
A01357,"Campbell, Hernandez and Moore",EdTech,Expansion,14,4,13367.93,Closed‑Won
A01358,"Love, Wilson and Hall",HealthTech,New,25,10,9804.26,Closed‑Won
A01359,Cortez-Olson,FinTech,New,16,55,10873.3,Closed‑Won
A01360,Mendoza-Garza,EdTech,New,20,27,17509.05,Closed‑Won
A01361,"Whitaker, Johnson and Williams",FinTech,Expansion,11,10,8129.77,Closed‑Won
A01362,"Vargas, Taylor and Hunt",FinTech,New,19,22,17458.9,Closed‑Won
A01363,"Thomas, Jackson and Nielsen",EdTech,Expansion,13,20,13836.08,Closed‑Won
A01364,"Mullen, Greene and Elliott",HealthTech,New,9,17,11372.39,Closed‑Won
