account_id,date,feature_purchased,sessions_last_30d,last_login_days,support_tickets_30d
A01071,2025-05-31,Analytics,5,14,0
A01072,2025-05-31,Automation,8,26,0
A01073,2025-05-31,Automation,4,4,1
A01074,2025-05-31,Premium Support,10,21,1
A01075,2025-05-31,Premium Support,4,28,1
A01076,2025-05-31,Automation,15,27,2
A01077,2025-05-31,API,14,14,0
A01078,2025-05-31,Premium Support,5,7,0
A01079,2025-05-31,Premium Support,9,26,0
A01080,2025-05-31,Automation,6,3,1
A01081,2025-05-31,Core,7,27,1
A01082,2025-05-31,Automation,7,17,0
A01083,2025-05-31,Premium Support,6,6,0
A01084,2025-05-31,API,9,14,0
A01085,2025-05-31,Core,3,7,0
A01086,2025-05-31,Analytics,5,18,0
A01087,2025-05-31,Automation,9,7,0
A01088,2025-05-31,Premium Support,5,27,0
A01089,2025-05-31,Automation,6,27,2
A01090,2025-05-31,API,5,25,1
A01091,2025-05-31,API,5,14,1
A01092,2025-05-31,API,10,2,1
A01093,2025-05-31,Premium Support,10,2,1
A01094,2025-05-31,Premium Support,8,4,2
A01095,2025-05-31,API,8,6,0
A01096,2025-05-31,Analytics,8,21,0
A01097,2025-05-31,Analytics,8,5,0
A01098,2025-05-31,API,2,16,0
A01099,2025-05-31,Core,6,26,2
A01100,2025-05-31,Core,5,5,0
A01101,2025-05-31,Analytics,10,11,0
A01102,2025-05-31,Analytics,7,0,0
A01103,2025-05-31,Automation,9,26,1
A01104,2025-05-31,Premium Support,7,9,0
A01105,2025-05-31,Analytics,9,13,1
A01106,2025-05-31,Analytics,10,7,1
A01107,2025-05-31,Analytics,13,24,2
A01108,2025-05-31,Premium Support,8,3,3
A01109,2025-05-31,Analytics,9,28,1
A01110,2025-05-31,API,7,30,0
A01111,2025-05-31,API,10,30,3
A01112,2025-05-31,API,9,28,3
A01113,2025-05-31,API,9,0,0
A01114,2025-05-31,Premium Support,9,5,1
A01115,2025-05-31,Core,10,7,0
A01116,2025-05-31,API,7,21,0
A01117,2025-05-31,Automation,6,18,0
A01118,2025-05-31,Analytics,7,24,0
A01119,2025-05-31,API,11,20,0
A01120,2025-05-31,Automation,9,15,0
A01121,2025-05-31,Automation,9,27,0
A01122,2025-05-31,API,10,15,0
A01123,2025-05-31,Automation,8,14,0
A01124,2025-05-31,API,11,8,0
A01125,2025-05-31,API,7,27,0
A01126,2025-05-31,Premium Support,11,22,0
A01127,2025-05-31,Analytics,16,21,0
A01128,2025-05-31,Automation,9,0,2
A01129,2025-05-31,Analytics,11,0,0
A01130,2025-05-31,API,9,16,0
A01131,2025-05-31,Core,3,18,0
A01132,2025-05-31,Core,5,12,0
A01133,2025-05-31,Analytics,6,23,0
A01134,2025-05-31,Core,6,26,1
A01135,2025-05-31,Automation,8,14,0
A01136,2025-05-31,Analytics,11,26,0
A01137,2025-05-31,Automation,12,8,0
A01138,2025-05-31,Premium Support,10,17,0
A01139,2025-05-31,Premium Support,5,8,1
A01140,2025-05-31,Core,4,9,1
A01141,2025-05-31,Automation,6,20,0
A01142,2025-05-31,Premium Support,7,18,0
A01143,2025-05-31,Automation,7,15,0
A01144,2025-05-31,Automation,6,18,0
A01145,2025-05-31,Premium Support,2,14,2
A01146,2025-05-31,API,5,17,0
A01147,2025-05-31,Automation,11,20,2
A01148,2025-05-31,Premium Support,9,14,0
A01149,2025-05-31,API,11,22,1
A01150,2025-05-31,Analytics,5,4,0
A01151,2025-05-31,Automation,6,17,0
A01152,2025-05-31,Core,14,17,0
A01153,2025-05-31,Automation,8,5,0
A01154,2025-05-31,Core,8,11,2
A01155,2025-05-31,Core,3,29,0
A01156,2025-05-31,Premium Support,10,15,0
A01157,2025-05-31,Premium Support,6,23,0
A01158,2025-05-31,API,6,23,0
A01159,2025-05-31,Core,3,8,1
A01160,2025-05-31,API,7,19,0
A01161,2025-05-31,API,5,10,0
A01162,2025-05-31,Automation,7,26,1
A01163,2025-05-31,Premium Support,5,30,0
A01164,2025-05-31,API,9,9,1
A01165,2025-05-31,Automation,7,9,0
A01166,2025-05-31,API,8,11,1
A01167,2025-05-31,Premium Support,11,21,2
A01168,2025-05-31,Premium Support,10,11,1
A01169,2025-05-31,Automation,9,12,0
A01170,2025-05-31,API,11,3,0
A01171,2025-05-31,API,10,13,0
A01172,2025-05-31,Automation,11,4,1
A01173,2025-05-31,Analytics,3,21,0
A01174,2025-05-31,Automation,9,26,0
A01175,2025-05-31,Core,7,5,0
A01176,2025-05-31,Analytics,6,28,1
A01177,2025-05-31,Automation,10,28,1
A01178,2025-05-31,Premium Support,2,4,1
A01179,2025-05-31,Core,7,13,0
A01180,2025-05-31,Core,8,2,0
A01181,2025-05-31,Analytics,12,7,0
A01182,2025-05-31,Analytics,8,8,0
A01183,2025-05-31,Premium Support,9,2,0
A01184,2025-05-31,Analytics,8,24,1
A01185,2025-05-31,Premium Support,7,25,0
A01186,2025-05-31,Premium Support,9,22,0
A01187,2025-05-31,Core,10,24,1
A01188,2025-05-31,API,7,30,1
A01189,2025-05-31,Analytics,4,1,0
A01190,2025-05-31,Analytics,9,30,0
A01191,2025-05-31,API,6,7,0
A01192,2025-05-31,Analytics,11,9,0
A01193,2025-05-31,Core,8,13,0
A01194,2025-05-31,Core,11,7,0
A01195,2025-05-31,Core,12,30,1
A01196,2025-05-31,Core,7,3,0
A01197,2025-05-31,API,5,15,0
A01198,2025-05-31,Core,8,15,1
A01199,2025-05-31,Core,9,1,1
A01200,2025-05-31,API,5,25,0
A01201,2025-05-31,API,5,15,0
A01202,2025-05-31,Analytics,11,22,0
A01203,2025-05-31,API,6,25,0
A01204,2025-05-31,Premium Support,6,6,0
A01205,2025-05-31,Premium Support,12,10,0
A01206,2025-05-31,Analytics,4,12,1
A01207,2025-05-31,Automation,6,10,0
A01208,2025-05-31,Premium Support,12,24,0
A01209,2025-05-31,API,5,6,0
A01210,2025-05-31,Premium Support,8,10,0
A01211,2025-05-31,Analytics,20,4,0
A01212,2025-05-31,Analytics,8,9,0
A01213,2025-05-31,API,5,1,0
A01214,2025-05-31,Analytics,13,24,0
A01215,2025-05-31,Automation,6,18,1
A01216,2025-05-31,Automation,5,13,2
A01217,2025-05-31,Premium Support,10,28,1
A01218,2025-05-31,Premium Support,6,0,1
A01219,2025-05-31,API,14,14,1
A01220,2025-05-31,API,7,26,1
A01221,2025-05-31,Core,9,29,0
A01222,2025-05-31,Analytics,8,28,0
A01223,2025-05-31,Analytics,7,18,2
A01224,2025-05-31,Core,9,25,1
A01225,2025-05-31,Core,9,27,0
A01226,2025-05-31,Automation,7,15,1
A01227,2025-05-31,Core,12,14,0
A01228,2025-05-31,Analytics,10,24,0
A01229,2025-05-31,Automation,8,14,0
A01230,2025-05-31,Core,3,22,0
A01231,2025-05-31,API,10,4,0
A01232,2025-05-31,Analytics,5,13,0
A01233,2025-05-31,Analytics,5,9,0
A01234,2025-05-31,Automation,6,10,0
A01235,2025-05-31,Premium Support,7,24,0
A01236,2025-05-31,API,10,29,0
A01237,2025-05-31,API,8,18,0
A01238,2025-05-31,Premium Support,8,13,0
A01239,2025-05-31,Premium Support,6,19,0
A01240,2025-05-31,Core,9,4,0
A01241,2025-05-31,Core,15,23,2
A01242,2025-05-31,Automation,4,4,0
A01243,2025-05-31,API,5,28,0
A01244,2025-05-31,Premium Support,6,11,1
A01245,2025-05-31,API,13,13,0
A01246,2025-05-31,Premium Support,8,12,0
A01247,2025-05-31,Automation,7,8,0
A01248,2025-05-31,Core,9,4,1
A01249,2025-05-31,Premium Support,13,19,0
A01250,2025-05-31,API,10,13,0
A01251,2025-05-31,Core,8,21,1
A01252,2025-05-31,Premium Support,5,6,0
A01253,2025-05-31,Analytics,11,28,1
A01254,2025-05-31,Automation,8,28,0
A01255,2025-05-31,Analytics,12,17,0
A01256,2025-05-31,Premium Support,9,19,0
A01257,2025-05-31,Core,11,12,0
A01258,2025-05-31,Premium Support,2,13,1
A01259,2025-05-31,API,6,5,0
A01260,2025-05-31,Core,8,21,0
A01261,2025-05-31,API,13,30,1
A01262,2025-05-31,Core,8,28,0
A01263,2025-05-31,API,8,23,1
A01264,2025-05-31,Automation,11,1,0
A01265,2025-05-31,Core,3,5,0
A01266,2025-05-31,Automation,5,21,0
A01267,2025-05-31,Premium Support,7,0,0
A01268,2025-05-31,Core,8,10,0
A01269,2025-05-31,Premium Support,5,19,0
A01270,2025-05-31,Premium Support,6,19,2
A01271,2025-05-31,Automation,11,27,1
A01272,2025-05-31,Analytics,8,18,0
A01273,2025-05-31,Core,10,10,0
A01274,2025-05-31,Premium Support,12,2,0
A01275,2025-05-31,Automation,11,16,0
A01276,2025-05-31,Core,5,20,1
A01277,2025-05-31,Analytics,7,26,0
A01278,2025-05-31,Automation,4,5,0
A01279,2025-05-31,Automation,12,29,0
A01280,2025-05-31,Premium Support,10,25,1
A01281,2025-05-31,Automation,7,18,1
A01282,2025-05-31,API,8,6,0
A01283,2025-05-31,Analytics,8,6,0
A01284,2025-05-31,Core,4,11,1
A01285,2025-05-31,Analytics,7,30,0
A01286,2025-05-31,Core,6,25,0
A01287,2025-05-31,Premium Support,9,8,0
A01288,2025-05-31,API,12,7,0
A01289,2025-05-31,API,10,2,0
A01290,2025-05-31,Automation,10,18,2
A01291,2025-05-31,Automation,12,14,1
A01292,2025-05-31,Premium Support,6,0,0
A01293,2025-05-31,Core,7,21,0
A01294,2025-05-31,API,10,2,0
A01295,2025-05-31,Core,11,2,0
A01296,2025-05-31,Analytics,11,28,1
A01297,2025-05-31,Analytics,10,29,0
A01298,2025-05-31,Core,12,1,0
A01299,2025-05-31,Premium Support,5,26,0
A01300,2025-05-31,Automation,11,7,0
A01301,2025-05-31,Premium Support,11,15,0
A01302,2025-05-31,API,7,26,0
A01303,2025-05-31,API,7,18,0
A01304,2025-05-31,Analytics,4,17,0
A01305,2025-05-31,Analytics,12,17,1
A01306,2025-05-31,Premium Support,9,8,0
A01307,2025-05-31,Premium Support,4,8,0
A01308,2025-05-31,API,4,7,1
A01309,2025-05-31,Premium Support,13,26,0
A01310,2025-05-31,Automation,7,8,0
A01311,2025-05-31,Automation,9,26,1
A01312,2025-05-31,Automation,6,9,0
A01313,2025-05-31,Analytics,6,22,0
A01314,2025-05-31,Core,8,9,0
A01315,2025-05-31,API,5,7,0
A01316,2025-05-31,Premium Support,5,14,1
A01317,2025-05-31,Core,5,24,0
A01318,2025-05-31,API,3,12,0
A01319,2025-05-31,API,6,30,0
A01320,2025-05-31,Automation,5,24,0
A01321,2025-05-31,Automation,10,9,0
A01322,2025-05-31,API,14,25,1
A01323,2025-05-31,API,9,21,0
A01324,2025-05-31,Automation,4,16,0
A01325,2025-05-31,Analytics,5,11,0
A01326,2025-05-31,Premium Support,12,0,1
A01327,2025-05-31,API,9,28,0
A01328,2025-05-31,Analytics,8,18,1
A01329,2025-05-31,Premium Support,8,27,0
A01330,2025-05-31,Premium Support,6,11,0
A01331,2025-05-31,Core,9,27,0
A01332,2025-05-31,Core,4,6,0
A01333,2025-05-31,Premium Support,8,21,0
A01334,2025-05-31,API,6,15,0
A01335,2025-05-31,Premium Support,5,17,0
A01336,2025-05-31,Premium Support,5,30,0
A01337,2025-05-31,Core,8,10,0
A01338,2025-05-31,API,11,9,1
A01339,2025-05-31,API,7,19,0
A01340,2025-05-31,Core,5,3,2
A01341,2025-05-31,Analytics,6,23,0
A01342,2025-05-31,Analytics,6,3,1
A01343,2025-05-31,API,7,28,0
A01344,2025-05-31,Automation,9,9,1
A01345,2025-05-31,Core,6,19,0
A01346,2025-05-31,Analytics,8,17,0
A01347,2025-05-31,API,11,17,0
A01348,2025-05-31,Analytics,9,4,0
A01349,2025-05-31,Premium Support,9,12,0
A01350,2025-05-31,Premium Support,10,23,0
A01351,2025-05-31,Core,11,15,0
A01352,2025-05-31,Analytics,5,29,0
A01353,2025-05-31,Analytics,4,20,1
A01354,2025-05-31,Analytics,9,30,0
A01355,2025-05-31,Core,10,22,0
A01356,2025-05-31,Automation,9,17,0
A01357,2025-05-31,Premium Support,5,3,0
A01358,2025-05-31,Automation,10,3,1
A01359,2025-05-31,Automation,12,6,0
A01360,2025-05-31,Core,4,25,0
A01361,2025-05-31,Core,5,12,0
A01362,2025-05-31,API,10,26,0
A01363,2025-05-31,Automation,5,15,0
A01364,2025-05-31,Core,11,8,0
A01365,2025-05-31,Automation,15,25,0
A01366,2025-05-31,Premium Support,10,18,1
A01367,2025-05-31,Automation,9,4,0
A01368,2025-05-31,Automation,7,9,0
A01369,2025-05-31,Automation,10,4,1
A01370,2025-05-31,Automation,4,21,0
A01371,2025-05-31,API,9,22,1
A01372,2025-05-31,Automation,11,23,0
A01373,2025-05-31,Core,8,8,0
A01374,2025-05-31,Core,10,10,0
A01375,2025-05-31,API,8,13,1
A01376,2025-05-31,Core,3,0,0
A01377,2025-05-31,API,11,27,0
A01378,2025-05-31,API,4,12,0
A01379,2025-05-31,API,6,6,0
A01380,2025-05-31,Automation,9,6,1
A01381,2025-05-31,Analytics,5,1,1
A01382,2025-05-31,Premium Support,11,12,0
A01383,2025-05-31,Core,10,30,0
A01384,2025-05-31,Analytics,3,30,0
A01385,2025-05-31,Premium Support,5,10,0
A01386,2025-05-31,Premium Support,10,1,0
A01387,2025-05-31,Premium Support,8,4,2
A01388,2025-05-31,Core,8,10,1
A01389,2025-05-31,API,13,19,0
A01390,2025-05-31,Analytics,10,15,1
A01391,2025-05-31,Core,10,21,0
A01392,2025-05-31,API,4,14,0
A01393,2025-05-31,Core,9,17,0
A01394,2025-05-31,Analytics,5,6,0
A01395,2025-05-31,API,11,15,0
A01396,2025-05-31,Premium Support,5,23,0
A01397,2025-05-31,Core,8,5,3
A01398,2025-05-31,API,6,9,0
A01399,2025-05-31,API,9,19,0
A01400,2025-05-31,Automation,2,5,0
A01401,2025-05-31,Analytics,4,15,2
A01402,2025-05-31,Premium Support,6,26,0
A01403,2025-05-31,Analytics,8,8,0
A01404,2025-05-31,API,6,24,1
A01405,2025-05-31,Premium Support,6,14,0
A01406,2025-05-31,Analytics,9,17,0
A01407,2025-05-31,Automation,6,14,0
A01408,2025-05-31,Core,8,6,0
A01409,2025-05-31,Premium Support,8,25,1
A01410,2025-05-31,Automation,9,29,0
A01411,2025-05-31,Core,10,18,0
A01412,2025-05-31,Premium Support,2,8,0
A01413,2025-05-31,Premium Support,11,11,1
A01414,2025-05-31,Analytics,12,14,0
A01415,2025-05-31,Analytics,10,11,0
A01416,2025-05-31,Premium Support,9,27,2
A01417,2025-05-31,Analytics,9,7,0
A01418,2025-05-31,Premium Support,6,23,0
A01419,2025-05-31,Analytics,9,18,0
A01420,2025-05-31,Automation,4,14,1
A01421,2025-05-31,Analytics,4,24,1
A01422,2025-05-31,Automation,9,14,0
A01423,2025-05-31,Premium Support,12,5,0
A01424,2025-05-31,Premium Support,9,9,2
A01425,2025-05-31,API,3,24,0
A01426,2025-05-31,Premium Support,6,24,0
A01427,2025-05-31,API,7,21,0
A01428,2025-05-31,Automation,10,29,0
A01429,2025-05-31,Premium Support,7,22,0
A01430,2025-05-31,Core,11,26,0
A01431,2025-05-31,Automation,7,8,0
A01432,2025-05-31,Automation,10,13,1
A01433,2025-05-31,API,6,20,0
A01434,2025-05-31,Analytics,8,29,0
A01435,2025-05-31,Automation,5,22,1
A01436,2025-05-31,API,5,0,1
A01437,2025-05-31,Core,7,22,1
A01438,2025-05-31,Automation,7,9,0
A01439,2025-05-31,Premium Support,2,4,0
A01440,2025-05-31,Analytics,5,24,3
A01441,2025-05-31,Automation,9,21,0
A01442,2025-05-31,Core,3,29,1
A01443,2025-05-31,Core,7,16,0
A01444,2025-05-31,API,10,29,1
A01445,2025-05-31,Analytics,8,23,0
A01446,2025-05-31,API,6,15,0
A01447,2025-05-31,Analytics,7,29,0
A01448,2025-05-31,Premium Support,10,29,2
A01449,2025-05-31,Analytics,14,22,0
A01450,2025-05-31,Core,8,18,0
A01451,2025-05-31,Analytics,8,6,0
A01452,2025-05-31,Premium Support,9,22,0
A01453,2025-05-31,API,11,13,0
A01454,2025-05-31,API,8,17,0
A01455,2025-05-31,Premium Support,8,7,0
A01456,2025-05-31,Analytics,7,9,0
A01457,2025-05-31,Premium Support,10,4,0
A01458,2025-05-31,Analytics,5,5,0
A01459,2025-05-31,Automation,6,10,0
A01460,2025-05-31,Core,12,20,0
A01461,2025-05-31,Analytics,8,11,0
A01462,2025-05-31,API,6,26,0
A01463,2025-05-31,API,13,21,0
A01464,2025-05-31,Premium Support,1,19,0
A01465,2025-05-31,Analytics,6,16,1
A01466,2025-05-31,Automation,6,17,0
A01467,2025-05-31,Premium Support,8,18,2
A01468,2025-05-31,Analytics,7,13,1
A01469,2025-05-31,Automation,8,13,1
A01470,2025-05-31,Analytics,2,11,0
A01471,2025-05-31,API,6,18,0
A01472,2025-05-31,Analytics,8,28,3
A01473,2025-05-31,Analytics,11,14,0
A01474,2025-05-31,Core,4,2,0
A01475,2025-05-31,Automation,7,24,0
A01476,2025-05-31,Core,11,17,0
A01477,2025-05-31,Automation,8,2,0
A01478,2025-05-31,Automation,4,4,0
A01479,2025-05-31,Premium Support,4,24,0
A01480,2025-05-31,API,12,17,1
A01481,2025-05-31,Core,4,12,0
A01482,2025-05-31,Analytics,11,10,0
A01483,2025-05-31,Automation,3,26,0
A01484,2025-05-31,Analytics,13,3,0
A01485,2025-05-31,Premium Support,7,10,0
A01486,2025-05-31,Automation,8,1,0
A01487,2025-05-31,Automation,8,27,0
A01488,2025-05-31,Core,6,24,0
A01489,2025-05-31,API,5,8,0
A01490,2025-05-31,Analytics,7,1,1
A01491,2025-05-31,Premium Support,12,5,0
A01492,2025-05-31,Analytics,12,30,0
A01493,2025-05-31,API,9,28,0
A01494,2025-05-31,Premium Support,9,10,0
A01495,2025-05-31,Core,6,8,0
A01496,2025-05-31,Premium Support,10,30,0
A01497,2025-05-31,Analytics,11,30,0
A01498,2025-05-31,Core,8,12,0
A01499,2025-05-31,Core,6,30,0
A01500,2025-05-31,API,12,24,2
A01501,2025-05-31,Analytics,9,5,1
A01502,2025-05-31,Premium Support,8,5,0
A01503,2025-05-31,Core,2,6,0
A01504,2025-05-31,API,4,6,0
A01505,2025-05-31,Core,7,11,0
A01506,2025-05-31,API,8,19,2
A01507,2025-05-31,Automation,4,2,1
A01508,2025-05-31,Premium Support,9,29,1
A01509,2025-05-31,Premium Support,9,6,0
A01510,2025-05-31,Automation,7,28,0
A01511,2025-05-31,Premium Support,9,2,0
A01512,2025-05-31,API,4,23,0
A01513,2025-05-31,Premium Support,5,16,2
A01514,2025-05-31,Core,3,24,0
A01515,2025-05-31,API,4,10,1
A01516,2025-05-31,Core,5,30,0
A01517,2025-05-31,Core,7,23,0
A01518,2025-05-31,Analytics,5,23,0
A01519,2025-05-31,Automation,11,8,0
A01520,2025-05-31,API,6,11,1
A01521,2025-05-31,API,13,2,1
A01522,2025-05-31,API,9,10,1
A01523,2025-05-31,API,5,7,0
A01524,2025-05-31,Automation,13,15,0
A01525,2025-05-31,Core,9,23,0
A01526,2025-05-31,Core,9,29,0
A01527,2025-05-31,Analytics,7,14,1
A01528,2025-05-31,API,11,0,0
A01529,2025-05-31,Automation,5,16,1
A01530,2025-05-31,Automation,11,28,1
A01531,2025-05-31,Core,9,10,1
A01532,2025-05-31,Premium Support,10,28,0
A01533,2025-05-31,Automation,0,2,1
A01534,2025-05-31,Analytics,3,3,0
A01535,2025-05-31,Core,5,27,2
A01536,2025-05-31,Analytics,8,0,1
A01537,2025-05-31,Premium Support,5,16,1
A01538,2025-05-31,Premium Support,7,19,0
A01539,2025-05-31,API,12,27,0
A01540,2025-05-31,Core,8,2,0
A01541,2025-05-31,Analytics,12,7,0
A01542,2025-05-31,API,13,22,0
A01543,2025-05-31,Premium Support,6,6,2
A01544,2025-05-31,Premium Support,11,11,0
A01545,2025-05-31,Automation,3,4,0
A01546,2025-05-31,API,11,9,0
A01547,2025-05-31,API,1,29,1
A01548,2025-05-31,API,12,7,0
A01549,2025-05-31,Core,8,23,2
A01550,2025-05-31,Analytics,5,25,0
A01551,2025-05-31,API,10,13,0
A01552,2025-05-31,Automation,10,29,0
A01553,2025-05-31,API,7,15,0
A01554,2025-05-31,Premium Support,12,2,2
A01555,2025-05-31,Automation,6,28,1
A01556,2025-05-31,API,6,3,0
A01557,2025-05-31,Premium Support,4,2,1
A01558,2025-05-31,Premium Support,14,22,0
A01559,2025-05-31,API,7,30,0
A01560,2025-05-31,Core,11,28,0
A01561,2025-05-31,API,14,30,1
A01562,2025-05-31,Premium Support,5,28,0
A01563,2025-05-31,Premium Support,7,8,0
A01564,2025-05-31,Premium Support,3,27,0
A01565,2025-05-31,Core,13,27,0
A01566,2025-05-31,Premium Support,11,12,0
A01567,2025-05-31,API,8,22,1
A01568,2025-05-31,Core,4,0,0
A01569,2025-05-31,API,6,21,0
A01570,2025-05-31,Automation,6,0,1
A01571,2025-05-31,Automation,5,9,1
A01572,2025-05-31,Core,7,0,1
A01573,2025-05-31,Core,6,18,0
A01574,2025-05-31,Core,5,15,0
A01575,2025-05-31,Core,15,25,0
A01576,2025-05-31,Core,9,8,0
A01577,2025-05-31,Core,8,23,0
A01578,2025-05-31,Core,5,30,0
A01579,2025-05-31,Automation,15,18,1
A01580,2025-05-31,API,5,19,0
A01581,2025-05-31,API,4,27,0
A01582,2025-05-31,Automation,6,25,2
A01583,2025-05-31,API,10,21,0
A01584,2025-05-31,Core,15,27,0
A01585,2025-05-31,Premium Support,12,20,0
A01586,2025-05-31,Core,9,11,0
A01587,2025-05-31,Analytics,3,3,1
A01588,2025-05-31,API,5,3,0
A01589,2025-05-31,Analytics,12,29,0
A01590,2025-05-31,API,5,0,2
A01591,2025-05-31,Core,9,26,2
A01592,2025-05-31,API,7,25,1
A01593,2025-05-31,Core,6,29,0
A01594,2025-05-31,API,3,0,1
A01595,2025-05-31,API,7,28,0
A01596,2025-05-31,Premium Support,9,17,3
A01597,2025-05-31,Core,15,28,0
A01598,2025-05-31,Analytics,6,16,1
A01599,2025-05-31,Automation,6,25,0
A01600,2025-05-31,API,5,15,0
A01601,2025-05-31,API,12,11,0
A01602,2025-05-31,Premium Support,10,30,0
A01603,2025-05-31,API,8,7,0
A01604,2025-05-31,API,8,3,0
A01605,2025-05-31,Analytics,5,12,0
A01606,2025-05-31,Core,5,18,0
A01607,2025-05-31,Analytics,13,14,0
A01608,2025-05-31,Analytics,6,5,0
A01609,2025-05-31,Automation,7,13,0
A01610,2025-05-31,Automation,6,3,0
A01611,2025-05-31,Analytics,6,1,0
A01612,2025-05-31,Core,9,19,1
A01613,2025-05-31,Automation,5,15,0
A01614,2025-05-31,Automation,10,13,0
A01615,2025-05-31,Analytics,6,6,0
A01616,2025-05-31,Core,5,1,0
A01617,2025-05-31,API,9,3,1
A01618,2025-05-31,Automation,7,18,1
A01619,2025-05-31,Analytics,5,18,0
A01620,2025-05-31,API,6,30,1
A01621,2025-05-31,Premium Support,11,16,1
A01622,2025-05-31,Automation,8,0,1
A01623,2025-05-31,Premium Support,8,18,0
A01624,2025-05-31,Core,6,9,0
A01625,2025-05-31,Premium Support,11,29,1
A01626,2025-05-31,Premium Support,10,21,0
A01627,2025-05-31,Automation,9,28,1
A01628,2025-05-31,API,11,25,1
A01629,2025-05-31,Core,7,22,0
A01630,2025-05-31,Automation,9,17,0
A01631,2025-05-31,Automation,10,9,0
A01632,2025-05-31,Premium Support,8,11,2
A01633,2025-05-31,Core,4,2,1
A01634,2025-05-31,Core,6,4,0
A01635,2025-05-31,API,13,29,0
A01636,2025-05-31,Core,6,5,0
A01637,2025-05-31,Premium Support,14,4,0
A01638,2025-05-31,Core,7,29,1
A01639,2025-05-31,Core,9,17,0
A01640,2025-05-31,Core,9,0,0
A01641,2025-05-31,Premium Support,11,13,3
A01642,2025-05-31,Core,12,20,0
A01643,2025-05-31,API,6,14,0
A01644,2025-05-31,Premium Support,9,17,1
A01645,2025-05-31,Analytics,12,14,1
A01646,2025-05-31,Analytics,6,23,0
A01647,2025-05-31,Automation,11,3,0
A01648,2025-05-31,Core,10,4,0
A01649,2025-05-31,API,7,10,0
A01650,2025-05-31,Automation,6,19,0
A01651,2025-05-31,API,4,29,1
A01652,2025-05-31,Analytics,3,19,0
A01653,2025-05-31,Core,9,6,0
A01654,2025-05-31,Analytics,10,25,0
A01655,2025-05-31,Analytics,4,27,1
A01656,2025-05-31,Premium Support,6,30,0
A01657,2025-05-31,Core,8,26,0
A01658,2025-05-31,Premium Support,5,21,0
A01659,2025-05-31,Analytics,9,11,0
A01660,2025-05-31,API,9,19,0
A01661,2025-05-31,Automation,6,21,0
A01662,2025-05-31,API,10,5,0
A01663,2025-05-31,Premium Support,7,6,0
A01664,2025-05-31,Core,11,14,0
A01665,2025-05-31,Automation,12,0,1
A01666,2025-05-31,API,5,23,1
A01667,2025-05-31,API,16,29,0
A01668,2025-05-31,API,6,29,2
A01669,2025-05-31,Premium Support,5,12,0
A01670,2025-05-31,API,7,6,0
A01671,2025-05-31,Premium Support,12,7,0
A01672,2025-05-31,API,12,1,0
A01673,2025-05-31,Core,11,25,0
A01674,2025-05-31,API,7,23,1
A01675,2025-05-31,Premium Support,10,0,1
A01676,2025-05-31,API,7,4,1
A01677,2025-05-31,Premium Support,8,5,0
A01678,2025-05-31,Core,10,20,0
A01679,2025-05-31,Automation,9,2,1
A01680,2025-05-31,Analytics,10,7,1
A01681,2025-05-31,Core,7,8,1
A01682,2025-05-31,API,8,29,0
A01683,2025-05-31,Automation,9,29,0
A01684,2025-05-31,Premium Support,9,25,0
A01685,2025-05-31,API,10,5,1
A01686,2025-05-31,Premium Support,5,18,1
A01687,2025-05-31,API,10,1,0
A01688,2025-05-31,API,6,3,2
A01689,2025-05-31,Analytics,7,15,0
A01690,2025-05-31,API,10,18,1
A01691,2025-05-31,Premium Support,6,23,1
A01692,2025-05-31,API,7,1,0
A01693,2025-05-31,Automation,9,21,1
A01694,2025-05-31,Analytics,7,2,0
A01695,2025-05-31,Premium Support,7,21,0
A01696,2025-05-31,API,10,21,1
A01697,2025-05-31,Analytics,10,28,1
A01698,2025-05-31,API,8,4,0
A01699,2025-05-31,Automation,9,28,0
A01700,2025-05-31,Premium Support,10,2,0
A00001,2025-06-30,Core,9,27,1
A00002,2025-06-30,Core,10,6,0
A00003,2025-06-30,Automation,4,10,0
A00004,2025-06-30,API,11,11,0
A00005,2025-06-30,Analytics,6,19,0
A00006,2025-06-30,Analytics,8,4,0
A00007,2025-06-30,API,7,24,0
A00008,2025-06-30,Analytics,10,15,0
A00009,2025-06-30,Automation,3,0,1
A00010,2025-06-30,API,9,24,0
A00011,2025-06-30,API,13,6,0
A00012,2025-06-30,API,5,6,0
A00013,2025-06-30,Automation,4,0,1
A00014,2025-06-30,Analytics,6,27,0
A00015,2025-06-30,Analytics,13,27,0
A00016,2025-06-30,Automation,3,3,0
A00017,2025-06-30,API,6,24,0
A00018,2025-06-30,Core,14,28,0
A00019,2025-06-30,Premium Support,9,29,0
A00020,2025-06-30,Premium Support,12,28,0
A00021,2025-06-30,API,13,17,0
A00022,2025-06-30,Core,4,16,0
A00023,2025-06-30,Premium Support,5,4,0
A00024,2025-06-30,Premium Support,7,20,0
A00025,2025-06-30,API,6,10,0
A00026,2025-06-30,API,6,23,1
A00027,2025-06-30,Automation,9,14,0
A00028,2025-06-30,Automation,12,5,1
A00029,2025-06-30,API,11,14,0
A00030,2025-06-30,Automation,6,9,1
A00031,2025-06-30,Automation,9,1,1
A00032,2025-06-30,API,8,9,0
A00033,2025-06-30,API,6,23,1
A00034,2025-06-30,Premium Support,6,9,0
A00035,2025-06-30,Analytics,8,19,1
A00036,2025-06-30,Core,8,8,0
A00037,2025-06-30,Analytics,5,7,3
